ID_CLIENTE;FORMA_AQUISICAO;IDADE_CLIENTE;SEXO;QT_FILHOS;DT_AQUISICAO;DIAS_ATIVO;MESES_ATIVO;DURACAO_CONTRATO;VL_PLANO_ADESAO;VL_PLANO_ATUAL;NOME_PRODUTO;QT_PONTOS_INSTALADOS;QT_PC_PAGAS;QT_PC_VENCIDAS;QT_PC_PAGA_ATRASO;QT_PC_PAGA_EM_DIA;QT_ACORDO_PAGAMENTO;VL_MENSALIDADE_ATRASO;VL_MENSALIDADE_DT_AQUISICAO;VL_MENSALIDADE_DT_ATUAL
1955;Vendedor;43;MASCULINO;1;02/04/2019;841;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1956;Vendedor;43;FEMININO;2;02/04/2019;841;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;0;1;1;0;0;230;265
1957;Site;43;MASCULINO;1;03/04/2019;840;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1958;Site;43;FEMININO;2;04/04/2019;839;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
1959;Site;43;MASCULINO;1;04/04/2019;839;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
1960;Vendedor;43;FEMININO;2;03/04/2019;840;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
1961;Vendedor;43;MASCULINO;1;04/04/2019;839;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
1962;Vendedor;43;FEMININO;2;04/04/2019;839;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
1963;Site;43;MASCULINO;1;05/04/2019;838;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1964;Site;43;FEMININO;2;08/04/2019;835;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
1965;Vendedor;43;MASCULINO;1;04/04/2019;839;27;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;3;0;1;2;0;0;290;334
1966;Vendedor;43;FEMININO;2;04/04/2019;839;27;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;5;0;1;4;0;0;290;334
1967;Vendedor;43;MASCULINO;2;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;2;1;1;0;350;403
1968;Site;43;FEMININO;1;08/04/2019;835;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;3;1;1;0;230;265
1969;Site;43;MASCULINO;2;05/04/2019;838;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
1970;Site;43;FEMININO;1;08/04/2019;835;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
1971;Site;43;MASCULINO;2;10/04/2019;833;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
1972;Vendedor;43;FEMININO;1;05/04/2019;838;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;0;0;230;265
1973;Vendedor;23;MASCULINO;2;05/04/2019;838;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
1974;Vendedor;24;FEMININO;1;17/07/2020;369;12;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
1975;Site;25;MASCULINO;2;11/04/2019;832;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1976;Vendedor;26;FEMININO;1;08/04/2019;835;27;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;5;0;0;5;1;0;290;334
1977;Vendedor;27;MASCULINO;2;23/08/2018;1063;35;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1978;Vendedor;28;FEMININO;1;09/04/2019;834;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
1979;Vendedor;29;MASCULINO;2;09/04/2019;834;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
1980;Vendedor;30;FEMININO;1;09/04/2019;834;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
1981;Vendedor;31;MASCULINO;2;09/04/2019;834;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;2;0;0;2;0;0;230;265
1982;Vendedor;32;FEMININO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;4;0;1;3;1;0;350;403
1983;Site;33;MASCULINO;2;11/04/2019;832;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
1984;Site;34;FEMININO;1;20/05/2021;62;2;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;1;4;0;1;1;1058;230;265
1985;Vendedor;35;MASCULINO;2;09/04/2019;834;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
1986;Site;36;FEMININO;1;15/04/2019;828;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
1987;Site;37;MASCULINO;2;12/04/2019;831;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
1988;Site;38;FEMININO;1;12/04/2019;831;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
1989;Vendedor;39;MASCULINO;2;10/04/2019;833;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1990;Vendedor;40;FEMININO;1;22/04/2019;821;27;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;6;0;0;6;0;0;290;334
1991;Vendedor;41;MASCULINO;2;10/04/2019;833;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
1992;Vendedor;42;FEMININO;2;11/04/2019;832;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
1993;Site;43;MASCULINO;1;12/04/2019;831;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;2;0;1;1;1;0;230;265
1994;Vendedor;44;FEMININO;2;11/07/2019;741;24;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
1995;Vendedor;45;MASCULINO;1;18/05/2018;1160;38;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;1;2;1;0;230;265
1996;Vendedor;46;FEMININO;2;12/04/2019;831;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
1997;Site;47;MASCULINO;1;17/04/2019;826;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
1998;Vendedor;48;FEMININO;2;26/05/2020;421;14;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;0;0;230;265
1999;Site;49;MASCULINO;1;22/01/2021;180;6;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;2;2;0;0;230;265
2000;Site;50;FEMININO;2;17/04/2019;826;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
2001;Vendedor;51;MASCULINO;1;15/04/2019;828;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;1;0;230;265
2002;Vendedor;52;FEMININO;2;15/04/2019;828;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;5;1;1;0;230;265
2003;Vendedor;53;MASCULINO;1;28/03/2018;1211;40;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;0;0;230;265
2004;Site;54;FEMININO;2;18/04/2019;825;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;5;0;1;0;230;265
2005;Vendedor;55;MASCULINO;1;16/04/2019;827;27;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;6;0;5;1;1;0;350;403
2006;Vendedor;23;FEMININO;2;16/04/2019;827;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;0;0;230;265
2007;Vendedor;24;MASCULINO;1;16/04/2019;827;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;1;2;1;0;230;265
2008;Vendedor;25;FEMININO;2;16/04/2019;827;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;4;0;1;0;230;265
2009;Site;26;MASCULINO;1;18/04/2019;825;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
2010;Vendedor;27;FEMININO;2;17/04/2019;826;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;3;0;1;0;230;265
2011;Vendedor;28;MASCULINO;1;17/04/2019;826;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;2;4;1;0;230;265
2012;Site;29;FEMININO;2;18/09/2020;306;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;0;4;0;1;0;230;265
2013;Vendedor;30;MASCULINO;1;17/04/2019;826;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;3;3;0;0;230;265
2014;Site;31;FEMININO;2;18/04/2019;825;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;5;0;1;0;230;265
2015;Vendedor;32;MASCULINO;1;17/04/2019;826;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;2;4;1;0;230;265
2016;Vendedor;33;FEMININO;2;03/06/2019;779;25;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;0;4;1;0;230;265
2017;Vendedor;34;MASCULINO;2;18/04/2019;825;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
2018;Vendedor;35;FEMININO;1;18/04/2019;825;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;2;1;1;0;230;265
2019;Site;36;MASCULINO;2;18/04/2019;825;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;0;2;0;1;0;230;265
2020;Vendedor;37;FEMININO;1;18/04/2019;825;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;2;4;1;0;230;265
2021;Site;38;MASCULINO;2;22/04/2019;821;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;6;0;1;0;230;265
2022;Site;39;FEMININO;1;28/01/2020;540;18;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
2023;Vendedor;40;MASCULINO;2;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;4;0;3;1;1;0;350;403
2024;Site;41;FEMININO;1;23/04/2019;820;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;6;0;1;0;230;265
2025;Vendedor;42;MASCULINO;2;22/04/2019;821;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
2026;Vendedor;43;FEMININO;1;22/04/2019;821;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;3;0;2;1;0;0;230;265
2027;Vendedor;44;MASCULINO;2;22/04/2019;821;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;3;3;1;0;230;265
2028;Vendedor;45;FEMININO;1;22/04/2019;821;27;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);3;4;0;4;0;0;0;450;518
2029;Vendedor;46;MASCULINO;2;22/04/2019;821;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;2;4;1;0;230;265
2030;Vendedor;47;FEMININO;1;23/04/2019;820;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;2;4;1;0;230;265
2031;Vendedor;48;MASCULINO;2;23/04/2019;820;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;6;0;1;0;230;265
2032;Vendedor;49;FEMININO;1;23/04/2019;820;27;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;6;0;2;4;1;0;350;403
2033;Vendedor;50;MASCULINO;2;24/04/2019;819;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
2034;Site;51;FEMININO;1;26/04/2019;817;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2035;Vendedor;52;MASCULINO;2;25/04/2019;818;27;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;5;0;0;5;1;0;350;403
2036;Site;53;FEMININO;1;26/04/2019;817;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;0;0;4;1;0;230;265
2037;Site;54;MASCULINO;2;29/04/2019;814;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2038;Site;55;FEMININO;1;19/04/2021;93;3;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);1;2;3;0;2;1;1553;450;518
2039;Vendedor;23;MASCULINO;2;05/02/2019;897;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;4;0;0;4;1;0;350;403
2040;Site;24;FEMININO;1;29/04/2019;814;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;0;6;1;0;230;265
2041;Vendedor;25;MASCULINO;2;26/04/2019;817;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
2042;Site;26;FEMININO;2;30/04/2019;813;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
2043;Vendedor;27;MASCULINO;1;29/04/2019;814;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;0;3;0;0;230;265
2044;Site;28;FEMININO;2;30/04/2019;813;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
2045;Vendedor;29;MASCULINO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;0;3;1;0;350;403
2046;Vendedor;30;FEMININO;2;29/04/2019;814;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
2047;Vendedor;31;MASCULINO;2;30/04/2019;813;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;0;0;230;265
2048;Vendedor;32;FEMININO;1;30/04/2019;813;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
2049;Vendedor;33;MASCULINO;2;30/04/2019;813;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
2050;Vendedor;34;FEMININO;1;30/04/2019;813;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;0;0;230;265
2051;Vendedor;35;MASCULINO;2;30/04/2019;813;27;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;0;0;230;265
2052;Vendedor;36;FEMININO;1;17/05/2019;796;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;3;1;1;0;230;265
2053;Vendedor;37;MASCULINO;2;02/05/2019;811;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
2054;Site;38;FEMININO;1;22/03/2021;121;4;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;2;1;3;0;529;230;265
2055;Vendedor;39;MASCULINO;2;02/05/2019;811;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;0;0;230;265
2056;Site;40;FEMININO;1;03/05/2019;810;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
2057;Vendedor;41;MASCULINO;2;02/05/2019;811;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
2058;Vendedor;42;FEMININO;1;02/05/2019;811;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
2059;Vendedor;43;MASCULINO;2;02/05/2019;811;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;2;2;1;0;230;265
2060;Site;44;FEMININO;1;07/05/2019;806;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
2061;Site;45;MASCULINO;2;06/05/2019;807;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2062;Vendedor;46;FEMININO;1;06/05/2019;807;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
2063;Vendedor;47;MASCULINO;2;06/05/2019;807;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
2064;Vendedor;48;FEMININO;1;07/05/2019;806;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
2065;Vendedor;49;MASCULINO;2;07/05/2019;806;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;3;0;3;0;1;0;230;265
2066;Vendedor;50;FEMININO;1;08/05/2019;805;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
2067;Site;51;MASCULINO;2;10/05/2019;803;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2068;Vendedor;52;FEMININO;1;08/05/2019;805;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;0;0;230;265
2069;Vendedor;53;MASCULINO;2;08/05/2019;805;26;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);2;5;0;2;3;0;0;450;518
2070;Site;54;FEMININO;1;10/05/2019;803;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2071;Vendedor;55;MASCULINO;2;09/05/2019;804;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;3;1;0;0;230;265
2072;Vendedor;23;FEMININO;1;27/01/2020;541;18;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;1;1;1;0;230;265
2073;Site;24;MASCULINO;2;10/05/2019;803;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2074;Vendedor;25;FEMININO;1;09/05/2019;804;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;0;0;230;265
2075;Vendedor;26;MASCULINO;2;10/05/2019;803;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
2076;Vendedor;27;FEMININO;1;10/05/2019;803;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
2077;Vendedor;28;MASCULINO;2;10/05/2019;803;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
2078;Site;29;FEMININO;1;06/01/2021;196;6;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;0;2;0;0;230;265
2079;Site;30;MASCULINO;2;13/05/2019;800;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2080;Site;31;FEMININO;2;13/05/2019;800;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
2081;Vendedor;32;MASCULINO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;3;0;1;2;1;0;350;403
2082;Vendedor;33;FEMININO;2;10/05/2019;803;26;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;3;0;0;3;0;0;290;334
2083;Vendedor;34;MASCULINO;1;10/05/2019;803;26;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;5;0;0;5;1;0;350;403
2084;Vendedor;35;FEMININO;2;10/05/2019;803;26;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;5;0;3;2;0;0;290;334
2085;Site;36;MASCULINO;1;30/10/2020;264;9;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;4;0;3;1;1;0;350;403
2086;Vendedor;37;FEMININO;2;10/05/2019;803;26;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;3;0;1;2;0;0;290;334
2087;Vendedor;38;MASCULINO;1;13/05/2019;800;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;0;1;3;0;0;230;265
2088;Site;39;FEMININO;2;28/10/2020;266;9;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;5;0;1;4;0;0;290;334
2089;Vendedor;40;MASCULINO;1;13/05/2019;800;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;1;5;1;0;230;265
2090;Vendedor;41;FEMININO;2;13/05/2019;800;26;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;6;0;1;5;1;0;350;403
2091;Site;42;MASCULINO;1;15/05/2019;798;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;3;0;1;0;230;265
2092;Site;43;FEMININO;2;16/05/2019;797;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;5;0;1;0;230;265
2093;Vendedor;44;MASCULINO;1;14/05/2019;799;26;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);2;5;0;1;4;1;0;450;518
2094;Vendedor;45;FEMININO;2;14/05/2019;799;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
2095;Vendedor;46;MASCULINO;1;14/05/2019;799;26;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;2;0;0;2;0;0;290;334
2096;Vendedor;47;FEMININO;2;27/09/2019;663;22;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;5;0;2;3;0;0;290;334
2097;Vendedor;48;MASCULINO;1;14/05/2019;799;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;0;0;230;265
2098;Site;49;FEMININO;2;15/03/2021;128;4;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;2;0;4;0;529;230;265
2099;Vendedor;50;MASCULINO;1;14/05/2019;799;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;3;3;1;0;230;265
2100;Vendedor;51;FEMININO;2;14/05/2019;799;26;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);3;3;0;1;2;0;0;290;334
2101;Vendedor;52;MASCULINO;1;14/05/2019;799;26;48 Meses;450;518;PLANO FAMILIA (100 CANAIS HD);1;5;0;1;4;0;0;450;518
2102;Vendedor;53;FEMININO;2;15/05/2019;798;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
2103;Vendedor;54;MASCULINO;1;15/05/2019;798;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;2;4;0;0;230;265
2104;Vendedor;55;FEMININO;2;15/05/2019;798;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
2105;Site;23;MASCULINO;1;17/05/2019;796;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
2106;Site;24;FEMININO;2;17/05/2019;796;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;5;0;1;0;230;265
2107;Vendedor;25;MASCULINO;1;21/05/2019;792;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
2108;Vendedor;26;FEMININO;2;16/05/2019;797;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
2109;Vendedor;27;MASCULINO;1;16/05/2019;797;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;1;0;230;265
2110;Vendedor;28;FEMININO;2;16/05/2019;797;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
2111;Vendedor;29;MASCULINO;1;16/05/2019;797;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
2112;Vendedor;30;FEMININO;2;21/05/2019;792;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
2113;Vendedor;31;MASCULINO;2;17/05/2019;796;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
2114;Vendedor;32;FEMININO;1;17/05/2019;796;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;1;5;0;0;230;265
2115;Vendedor;33;MASCULINO;2;17/05/2019;796;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
2116;Site;34;FEMININO;1;19/03/2021;124;4;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;1;3;1;0;230;265
2117;Vendedor;35;MASCULINO;2;17/05/2019;796;26;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;3;0;1;2;0;0;290;334
2118;Site;36;FEMININO;1;20/05/2019;793;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;6;0;1;0;230;265
2119;Site;37;MASCULINO;2;21/05/2019;792;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
2120;Site;38;FEMININO;1;21/05/2019;792;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
2121;Site;39;MASCULINO;2;21/05/2019;792;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
2122;Vendedor;40;FEMININO;1;21/05/2019;792;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
2123;Vendedor;41;MASCULINO;2;21/05/2019;792;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;0;0;4;1;0;230;265
2124;Vendedor;42;FEMININO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;2;0;0;2;1;0;350;403
2125;Vendedor;43;MASCULINO;2;22/05/2019;791;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;0;0;230;265
2126;Vendedor;44;FEMININO;1;23/05/2019;790;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
2127;Vendedor;45;MASCULINO;2;23/05/2019;790;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
2128;Site;46;FEMININO;1;27/05/2019;786;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
2129;Site;47;MASCULINO;2;30/05/2019;783;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
2130;Site;48;FEMININO;1;27/02/2021;144;5;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;0;0;230;265
2131;Vendedor;49;MASCULINO;2;27/05/2019;786;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
2132;Site;50;FEMININO;1;29/05/2019;784;26;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
